CustomerKey,Gender,Name,City,State,Zip_Code,Country,Continent,Birthday
8945,Female,"Summer MacMahon",WARUMBUL,"New South Wales",2229,Australia,Australia,1939-06-28
9167,Male,"Luke Bushby",PARACOMBE,"South Australia",5132,Australia,Australia,1975-12-02
9184,Male,"Sam Zimpel",CORUNNUN,Victoria,3249,Australia,Australia,1964-11-24
9360,Male,"Mitchell Adam",MOPARRABAH,"New South Wales",2440,Australia,Australia,1955-01-30
9370,Female,"Ruby Lock",Cook,"Australian Capital Territory",2614,Australia,Australia,1953-05-26
9389,Female,"Eliza Brophy",YEARINAN,"New South Wales",2357,Australia,Australia,1956-04-08
9456,Male,"Ryder Abdullah",CLAREDALE,Queensland,4807,Australia,Australia,1941-05-21
9812,Female,"Kaitlyn Morshead",MINJARY,"New South Wales",2720,Australia,Australia,1953-01-23
9915,Female,"Ebony Buxton",SEPPINGS,"Western Australia",6330,Australia,Australia,1991-11-10
10039,Female,"Brianna Hann",NIKENBAH,Queensland,4655,Australia,Australia,1947-10-22
10189,Female,"Alexis Birchell","FOREST REEFS","New South Wales",2798,Australia,Australia,1962-04-07
10276,Male,"Angus Bardolph","BATEAU BAY","New South Wales",2261,Australia,Australia,1972-11-01
10299,Male,"Anthony Macvitie",BEELBANGERA,"New South Wales",2680,Australia,Australia,1937-05-27
10332,Male,"James Burnage",Palmyra,"Western Australia",6157,Australia,Australia,1937-03-26
10393,Male,"Nicholas Moncrieff","ROSENTHAL HEIGHTS",Queensland,4370,Australia,Australia,1981-11-29
10395,Male,"Cameron Dillon",STRATHERNE,"Western Australia",6309,Australia,Australia,1996-02-25
10481,Female,"Piper Maudsley","CELLS RIVER","New South Wales",2324,Australia,Australia,1977-04-17
10504,Male,"Daniel Rusconi","SOUTH DATATINE","Western Australia",6317,Australia,Australia,1980-10-22
10717,Male,"Harrison Ingram",MAYA,"Western Australia",6614,Australia,Australia,1981-06-16
11035,Female,"Makayla Meldrum","KINGS FOREST","New South Wales",2487,Australia,Australia,1939-12-08
11090,Female,"Scarlett Scollen",SILVERWATER,"New South Wales",2128,Australia,Australia,1953-01-20
11587,Male,"Andrew Fenbury",York,"Western Australia",6302,Australia,Australia,1977-11-09
11736,Female,"Summer Brownrigg",YARRABILBA,Queensland,4207,Australia,Australia,1991-01-22
12084,Male,"Toby Chauvel",GALGA,"South Australia",5308,Australia,Australia,1958-07-20
12160,Male,"Jett Creal",Oakhurst,"New South Wales",2761,Australia,Australia,1956-09-05
12162,Female,"Eva Lavarack",WHITTINGTON,Victoria,3219,Australia,Australia,1954-07-30
12207,Male,"Aiden Jull",OGMORE,Queensland,4706,Australia,Australia,1955-11-30
12256,Female,"Lilly Lynn",ROTHBURY,"New South Wales",2320,Australia,Australia,1991-03-07
12365,Female,"Natalie Lyon","STEEPLE FLAT","New South Wales",2631,Australia,Australia,1958-04-06
12385,Female,"Lily Gribble","OVERLAND CORNER","South Australia",5330,Australia,Australia,1981-06-10
12392,Female,"Laura Waterhouse",GREENHILL,"South Australia",5140,Australia,Australia,1957-03-08
12649,Female,"Rose Raven","NOBLE PARK NORTH",Victoria,3174,Australia,Australia,1965-12-11
12729,Male,"Xavier Sturdee",STANNUM,"New South Wales",2371,Australia,Australia,1937-10-14
12810,Male,"Patrick Newbigin","Deer Park",Victoria,3023,Australia,Australia,1957-06-24
12859,Male,"Koby Rayment",NABAWA,"Western Australia",6532,Australia,Australia,1942-04-29
12868,Male,"Nathan Greville",MALLALA,"South Australia",5502,Australia,Australia,1961-03-12
13045,Female,"Abbey Storkey","BLUE MOUNTAIN HEIGHTS",Queensland,4350,Australia,Australia,1957-10-19
13071,Female,"Claudia Fuller",CUBALLING,"Western Australia",6311,Australia,Australia,1973-06-28
13232,Female,"Maya Coates","UNLEY BC","South Australia",5061,Australia,Australia,1985-08-12
13365,Male,"Mitchell Cutlack",MOONEM,"New South Wales",2471,Australia,Australia,1961-01-02
13607,Female,"Gemma Maum","MAMBRAY CREEK","South Australia",5495,Australia,Australia,1954-09-21
14069,Male,"Jacob Gairdner","ROB ROY","New South Wales",2360,Australia,Australia,1949-05-24
14180,Female,"Ava Lockyer",KALGOORLIE,"Western Australia",6430,Australia,Australia,1998-05-14
14275,Female,"Dakota Dunshea",BENTLEY,"New South Wales",2480,Australia,Australia,1979-05-02
14906,Female,"Grace Houghton",BOYER,Tasmania,7140,Australia,Australia,1982-11-16
14962,Female,"Mackenzie Newell",Crestwood,"New South Wales",2153,Australia,Australia,1936-04-05
14988,Female,"Emily Thirkell","WYNDHAM VALE",Victoria,3024,Australia,Australia,1958-07-24
15109,Female,"Sara Marsden","WHALE BEACH","New South Wales",2107,Australia,Australia,1999-08-18
15385,Male,"Harry Morgans",DOONGIN,"Western Australia",6409,Australia,Australia,1995-05-11
15391,Female,"Elizabeth Horsley",MARRAWEENEY,Victoria,3669,Australia,Australia,1989-01-25
15569,Female,"Chelsea Weekes",COLAC,Victoria,3250,Australia,Australia,1983-09-08
15718,Female,"Natalie Tennant",DAKENBA,Queensland,4715,Australia,Australia,1957-02-20
16193,Female,"Isabelle Beggs",ALTONA,"South Australia",5351,Australia,Australia,1964-05-10
16282,Female,"Evie Kirkhope","REIDS FLAT","New South Wales",2586,Australia,Australia,2000-05-11
16716,Female,"Abby Frater",KAYUGA,"New South Wales",2333,Australia,Australia,1987-12-16
17412,Male,"Mitchell Kwok","VICTORIA PARK","Western Australia",6100,Australia,Australia,1969-08-31
17811,Female,"Alicia Hoy","WATTLE GLEN",Victoria,3096,Australia,Australia,1985-10-15
18067,Male,"Rory Koerstz","MOUNT MCKENZIE","South Australia",5353,Australia,Australia,1941-10-26
18263,Male,"Callum Semmens","RURAL VIEW",Queensland,4740,Australia,Australia,1978-06-01
18309,Male,"Michael Vogt","FYANS CREEK",Victoria,3381,Australia,Australia,1992-01-07
18470,Male,"Zac Pryor",GOSFORD,"New South Wales",2250,Australia,Australia,1969-03-12
18493,Male,"George Kevin",TASCOTT,"New South Wales",2250,Australia,Australia,1994-09-27
18714,Male,"Ashton Aitken",PINWERNYING,"Western Australia",6317,Australia,Australia,1972-08-13
18887,Female,"Zara Castleton",BOOROLITE,Victoria,3723,Australia,Australia,1978-11-25
19082,Male,"Matthew Denman",RANSOME,Queensland,4154,Australia,Australia,1939-04-06
19207,Male,"Luke Casimaty",KURRACA,Victoria,3518,Australia,Australia,1991-01-19
19404,Male,"Cody O'Hea",WYNNUM,Queensland,4178,Australia,Australia,1997-06-10
19534,Female,"Leah Martin",TOOBORAC,Victoria,3522,Australia,Australia,1964-12-13
19579,Female,"Ava Reye",BARCALDINE,Queensland,4725,Australia,Australia,1949-10-16
19726,Female,"Victoria Daly",WATANOBBI,"New South Wales",2259,Australia,Australia,1973-01-28
19732,Female,"Olivia Moresby",WAPPILKA,"South Australia",5332,Australia,Australia,1981-08-31
19753,Female,"Alyssa Solander",HOWTH,Tasmania,7316,Australia,Australia,1995-10-21
19916,Male,"Hunter Samuel","LITTLE PLAIN","New South Wales",2360,Australia,Australia,1991-05-13
20069,Male,"Jesse Parry-Okeden",GWINDINUP,"Western Australia",6237,Australia,Australia,1980-11-24
20092,Female,"Victoria Fitzsimmons","CAMBRIDGE GARDENS","New South Wales",2747,Australia,Australia,1947-05-03
20237,Male,"Riley Montefiore",WILLIAMSTOWN,Victoria,3016,Australia,Australia,1986-07-14
20623,Female,"Eva Rendall",CARLYLE,Victoria,3685,Australia,Australia,1994-03-11
20802,Male,"Ben Whitworth",POLDA,"South Australia",5670,Australia,Australia,1945-07-07
20946,Female,"Taylah Walstab",WINTHROP,"Western Australia",6150,Australia,Australia,1999-11-04
21203,Male,"Tristan Dobie",CHARTWELL,Victoria,3030,Australia,Australia,1960-02-18
21387,Male,"Christian Hughes",CREMORNE,"New South Wales",2090,Australia,Australia,1970-01-26
21424,Male,"Justin Tickell","HEYTESBURY LOWER",Victoria,3268,Australia,Australia,1940-07-29
21460,Female,"Kayla De Beuzeville",GLENLYNN,"Western Australia",6256,Australia,Australia,1957-11-01
21523,Male,"Jayden Rennie",SWANHAVEN,"New South Wales",2540,Australia,Australia,1969-12-06
21575,Male,"Zac Chumleigh",CRAIGIE,"Western Australia",6025,Australia,Australia,1991-12-29
21654,Female,"Amber Monger","PARLIAMENT HOUSE","South Australia",5000,Australia,Australia,1950-02-03
21819,Female,"Matilda Blacklock",Cleveland,Tasmania,7211,Australia,Australia,2000-06-18
21870,Female,"Summer Gramp",BELTANA,"South Australia",5730,Australia,Australia,1991-11-23
22158,Male,"Will Parer","CHURCH POINT","New South Wales",2105,Australia,Australia,1996-12-10
22384,Male,"Jaxon Cox",PEARCE,"Australian Capital Territory",2607,Australia,Australia,1951-01-24
22540,Male,"Connor Ruwolt",BANDYA,"Western Australia",6440,Australia,Australia,1989-06-12
22775,Male,"Flynn Campion",NEEDLES,Tasmania,7304,Australia,Australia,1958-08-27
22826,Male,"Edward Putilin",ASHFIELD,Queensland,4670,Australia,Australia,1976-09-25
23128,Male,"Zane Sinclaire",SUMMERLANDS,Victoria,3922,Australia,Australia,2000-01-02
23203,Female,"Gemma Philipp","MADORA BAY","Western Australia",6210,Australia,Australia,1998-08-11
23267,Female,"Gabrielle Zinnbauer","FLINDERS VIEW",Queensland,4305,Australia,Australia,1954-04-18
23320,Female,"Samantha Weigel",WITTENOOM,"Western Australia",6751,Australia,Australia,1960-04-15
23431,Female,"Grace Scarf","SHEEP HILLS",Victoria,3392,Australia,Australia,1970-10-27
23599,Female,"Maddison Blanc","FORRESTERS BEACH","New South Wales",2260,Australia,Australia,1989-10-12
23854,Male,"Ali Wroblewski",MURRAWOMBIE,"New South Wales",2825,Australia,Australia,1943-01-02
24069,Male,"Edward Carron",ULMARRA,"New South Wales",2462,Australia,Australia,1985-05-20
24230,Female,"Zoe Dadswell","DAVOREN PARK SOUTH","South Australia",5113,Australia,Australia,1979-10-26
24575,Female,"Stella O'Mahony","PLACID HILLS",Queensland,4343,Australia,Australia,2000-06-07
24920,Female,"Natalie Robey","CORNY POINT","South Australia",5575,Australia,Australia,1938-04-17
25308,Female,"Angelina Kates","WEST WIANGAREE","New South Wales",2474,Australia,Australia,1987-03-12
25771,Female,"Mikayla Shenton",BOOLCARROLL,"New South Wales",2388,Australia,Australia,1959-07-26
25864,Male,"Zane Corkill",SHIRLEY,Victoria,3373,Australia,Australia,1995-05-05
25935,Male,"Charlie D'Arcy","BURNT YARDS","New South Wales",2792,Australia,Australia,1975-01-13
26458,Male,"George Creer",Westbury,Victoria,3825,Australia,Australia,1979-04-28
26477,Male,"Caleb Willshire",MORISSET,"New South Wales",2264,Australia,Australia,1959-11-05
26642,Male,"Noah Moloney","ELIZABETH BEACH","New South Wales",2428,Australia,Australia,1978-09-30
26728,Female,"Gemma Allan","MARRICKVILLE SOUTH","New South Wales",2204,Australia,Australia,1979-01-18
26906,Male,"Xavier McPhee","CLEMTON PARK","New South Wales",2206,Australia,Australia,1974-06-16
26914,Female,"Amelia England","MOUNT COTTRELL",Victoria,3024,Australia,Australia,1940-10-10
26970,Female,"Rose Frater","BENDIGO SOUTH",Victoria,3550,Australia,Australia,1990-11-12
27125,Female,"Ashley Hornung","ARNO BAY","South Australia",5603,Australia,Australia,1976-03-16
27210,Male,"Liam Osborn",MOOTAI,"New South Wales",2325,Australia,Australia,1973-07-02
27356,Male,"Hamish D'Hage",TURRAMURRA,"New South Wales",2074,Australia,Australia,1969-10-02
27432,Female,"Mikayla Favenc",CLEVE,"South Australia",5640,Australia,Australia,1998-09-26
27492,Female,"Bianca Coombe",YAMBUK,Victoria,3285,Australia,Australia,1987-11-04
27616,Male,"Cameron Tebbutt",BANNOCKBURN,Victoria,3331,Australia,Australia,1987-05-17
27896,Male,"Zachary McLeish",JACUP,"Western Australia",6337,Australia,Australia,1973-10-17
27945,Male,"Charlie Stralia",SOFALA,"New South Wales",2795,Australia,Australia,1974-05-20
28076,Female,"Alannah Onus",AVOCA,Tasmania,7213,Australia,Australia,1979-01-02
28559,Male,"Samuel Israel",YILKI,"South Australia",5211,Australia,Australia,1968-12-07
28690,Male,"Leo Walcott",MILLCHESTER,Queensland,4820,Australia,Australia,1987-09-12
28702,Female,"Charli Lhotsky",DREWVALE,Queensland,4116,Australia,Australia,1966-06-30
29041,Male,"Logan Barling",LINDENOW,Victoria,3865,Australia,Australia,1937-11-14
29278,Male,"Justin Hartog",PINEVALE,Queensland,4754,Australia,Australia,1990-09-04
29303,Male,"Max Cohn","KIRTON POINT","South Australia",5606,Australia,Australia,1983-05-01
29320,Male,"Levi Barraclough",BLACKBUTT,"New South Wales",2529,Australia,Australia,1938-10-14
29475,Female,"Madison Pocock",TUROSS,"New South Wales",2630,Australia,Australia,1965-07-03
29555,Male,"Owen Edouard","GLEN MARTIN","New South Wales",2321,Australia,Australia,1992-07-03
29593,Male,"Liam Nettleton",BAKARA,"South Australia",5354,Australia,Australia,1995-08-18
29647,Female,"Jessica Maynard",BRENDA,"New South Wales",2831,Australia,Australia,1956-05-28
29689,Female,"Alexis Phillipps","BURWOOD HEIGHTS","New South Wales",2136,Australia,Australia,1966-08-28
29812,Male,"Marcus Napier","ST KILDA ROAD CENTRAL",Victoria,3004,Australia,Australia,1966-11-19
29837,Female,"Rebecca Jaques","MOUNT GEORGE","New South Wales",2424,Australia,Australia,1938-08-14
29973,Female,"Lauren Langton",DUCKINWILLA,Queensland,4650,Australia,Australia,1937-09-24
30090,Male,"George Farrer","PARK AVENUE",Queensland,4701,Australia,Australia,1960-10-07
30278,Female,"Madeleine Kiddle",JACANA,Victoria,3047,Australia,Australia,1945-09-12
30428,Female,"Sienna Conrick",EARLSTON,Victoria,3669,Australia,Australia,1999-12-01
31086,Female,"Kate Snowden",WITTENOOM,"Western Australia",6751,Australia,Australia,1985-01-30
31164,Male,"Hunter Boehm",BOWES,"Western Australia",6535,Australia,Australia,1948-06-15
31236,Female,"Abby Warburton","THREE BRIDGES",Victoria,3797,Australia,Australia,1959-08-08
31288,Male,"Adam Banning","CLAY WELLS","South Australia",5280,Australia,Australia,1988-08-28
31374,Female,"Ellie Griffin","ST AGNES","South Australia",5097,Australia,Australia,1960-12-02
31721,Female,"Alyssa Isaacs","GULFVIEW HEIGHTS","South Australia",5096,Australia,Australia,1961-01-19
31784,Male,"Zac Scherk",WAMBAN,"New South Wales",2537,Australia,Australia,1968-01-02
32037,Male,"Aaron Knopwood","LAKE MOKOAN",Victoria,3673,Australia,Australia,1989-02-14
32190,Female,"Paige Lacey",DELAMERE,"South Australia",5204,Australia,Australia,1954-10-28
32259,Female,"Ashley Dane?",SEVENHILL,"South Australia",5453,Australia,Australia,1975-11-21
32294,Male,"Kai Nepean","RITE ISLAND",Queensland,4807,Australia,Australia,1948-08-04
32455,Female,"Charlotte Crane","MOSQUITO CREEK",Queensland,4387,Australia,Australia,1997-05-09
32488,Male,"Max Wylie","STAFFORD DC",Queensland,4053,Australia,Australia,1954-03-15
32511,Male,"Jasper Glassop",Woodford,"New South Wales",2463,Australia,Australia,1964-02-29
32538,Female,"Eva Hazon",BOOMOODEERIE,"New South Wales",2469,Australia,Australia,1986-07-20
32939,Female,"Alica Sizer",WONGULLA,"South Australia",5238,Australia,Australia,1951-06-09
33036,Male,"Tyler Galvin",BYNG,"New South Wales",2798,Australia,Australia,1959-07-31
33205,Male,"Andrew Hollway","CRYSTAL BROOK",Queensland,4800,Australia,Australia,1943-01-10
33444,Male,"Brodie Thirkell",CLAYTON,Victoria,3168,Australia,Australia,1968-01-09
34081,Female,"Imogen Permewan","FYANS CREEK",Victoria,3381,Australia,Australia,1939-05-08
34126,Female,"Victoria Tasman","MENINGIE EAST","South Australia",5264,Australia,Australia,1967-09-07
34143,Male,"John Gowlland",WARRANWOOD,Victoria,3134,Australia,Australia,1991-04-07
34431,Male,"Leo Badger",BEACONSFIELD,"Western Australia",6162,Australia,Australia,1940-02-02
34451,Male,"Harry Edwin",GLADSTONE,"New South Wales",2440,Australia,Australia,1972-11-01
34462,Male,"Tyson Tishler",TALAROO,Queensland,4871,Australia,Australia,1938-07-09
34850,Female,"Caitlin O'Loghlin","BLUE VALE","New South Wales",2380,Australia,Australia,1960-11-30
34915,Female,"Kate Byles","MOUNT CRYSTAL","New South Wales",2665,Australia,Australia,1969-01-28
35257,Female,"Ella Oxenham",FERNHILL,"New South Wales",2519,Australia,Australia,1970-02-20
35479,Male,"Jeremy Petre",COSSACK,"Western Australia",6720,Australia,Australia,1978-06-08
35703,Male,"Rory Cotton",LUGARNO,"New South Wales",2210,Australia,Australia,1961-12-14
35733,Female,"Charlotte Shaw",WAROONA,"Western Australia",6215,Australia,Australia,1955-05-14
35795,Male,"Riley Clegg",MOYARRA,Victoria,3951,Australia,Australia,1995-08-07
36112,Female,"Emma Gepp",ANNUELLO,Victoria,3549,Australia,Australia,1937-02-12
36336,Female,"Anna Burston",DJARAWONG,Queensland,4854,Australia,Australia,1990-09-21
36418,Female,"Jorja Whitlam","MOUNT DAVID","New South Wales",2795,Australia,Australia,1946-02-18
36507,Male,"Joseph Paten","Golden Valley",Tasmania,7304,Australia,Australia,1955-03-23
36816,Male,"Luke Lazenby","LONGWARRY NORTH",Victoria,3816,Australia,Australia,1971-05-18
36918,Male,"Blake Mann",OWEN,"South Australia",5460,Australia,Australia,1982-11-06
37070,Female,"Alyssa Hooker",WANGANUI,"New South Wales",2482,Australia,Australia,1981-07-18
37251,Male,"Leo Scerri",GHERANG,Victoria,3240,Australia,Australia,1951-06-17
37408,Male,"Jaxon Rebell",TORRENS,"Australian Capital Territory",2607,Australia,Australia,1975-10-11
37580,Female,"Mariam Baylee",TOMAHAWK,Tasmania,7262,Australia,Australia,1942-01-12
37585,Female,"Lauren Fink",YELTA,"South Australia",5558,Australia,Australia,1944-04-17
37802,Male,"Luke Byron","SOUTH DUDLEY",Victoria,3995,Australia,Australia,1990-07-09
37991,Male,"Cooper Gillison",CARWELL,"New South Wales",2849,Australia,Australia,1937-01-06
38006,Male,"Lachlan Postle",DYRAABA,"New South Wales",2470,Australia,Australia,1955-10-29
38036,Female,"Kiara Schaw","UPPER YARRAMAN",Queensland,4614,Australia,Australia,1960-07-26
38183,Male,"Hunter Montagu","NEW ITALY","New South Wales",2472,Australia,Australia,1944-07-30
38195,Female,"Sara Roe",PAYNEDALE,"Western Australia",6239,Australia,Australia,1972-11-22
38212,Female,"Stella Cain",WOOROONOOK,Victoria,3525,Australia,Australia,1985-01-28
38558,Female,"Audrey Bold",BOSTOBRICK,"New South Wales",2453,Australia,Australia,1946-05-19
38613,Male,"Hamish Mason",Tacoma,"New South Wales",2259,Australia,Australia,1988-03-16
38865,Male,"Christopher Edmund",WINDORAH,Queensland,4481,Australia,Australia,1948-08-17
38950,Female,"Hannah Edmond","ARTHUR RIVER",Tasmania,7330,Australia,Australia,1954-12-08
39183,Male,"Julian Gutteridge",KURMOND,"New South Wales",2757,Australia,Australia,1973-04-25
39246,Male,"Darcy Falconer",MANDALAY,Queensland,4802,Australia,Australia,1974-10-20
39268,Female,"Madeleine Marx",KALLANGUR,Queensland,4503,Australia,Australia,1975-07-24
39314,Male,"Leo Ligar","LIGHT PASS","South Australia",5355,Australia,Australia,1985-04-20
39498,Female,"Amy Curtain",SWANBROOK,"New South Wales",2360,Australia,Australia,1996-08-13
39582,Male,"Mason Therry",RISDON,Tasmania,7017,Australia,Australia,1974-03-15
39592,Female,"Alicia Muntz","SOUTH SPRINGFIELD",Tasmania,7260,Australia,Australia,1965-04-20
39894,Female,"Samantha Begg",JUNEE,"New South Wales",2663,Australia,Australia,1941-02-26
39927,Male,"Bailey Barnet",SORELL,Tasmania,7172,Australia,Australia,1984-05-15
39996,Male,"Harry Dawes",BENDOURA,"New South Wales",2622,Australia,Australia,2001-05-09
40052,Female,"Isabel Dettmann",WAVERTON,"New South Wales",2060,Australia,Australia,1957-09-06
40221,Male,"Jonathan Hammond","PARA HILLS WEST","South Australia",5096,Australia,Australia,2001-11-01
40327,Female,"Madeleine Laing",PIALLIGO,"Australian Capital Territory",2609,Australia,Australia,1940-08-23
40363,Female,"Alyssa Henslowe","DOUBLE BAY","New South Wales",2028,Australia,Australia,1984-07-08
40443,Female,"Amber Normanby","CARSS PARK","New South Wales",2221,Australia,Australia,1938-04-13
40649,Male,"Kai De Vis",KANGIARA,"New South Wales",2582,Australia,Australia,1972-11-29
40662,Male,"Oliver Michie","MOUNT HICKS",Tasmania,7325,Australia,Australia,1960-12-18
40669,Male,"Cody Wheare","MARTINS CREEK","New South Wales",2420,Australia,Australia,1968-09-22
40741,Male,"Leo Bussau",HARLAXTON,Queensland,4350,Australia,Australia,1937-06-13
41281,Male,"Lincoln D'Albertis","FITZGERALDS MOUNT","New South Wales",2799,Australia,Australia,1945-10-27
41386,Female,"Stephanie Grant","SEAL BAY","South Australia",5223,Australia,Australia,1948-06-20
41570,Male,"Rory Brough","East Point","Northern Territory",820,Australia,Australia,1937-08-15
41674,Male,"Jonathan Hodges","NORTH LAKE GRACE","Western Australia",6353,Australia,Australia,1938-03-04
41707,Male,"Joseph Wheeler",YALLAH,"New South Wales",2530,Australia,Australia,1957-04-19
41892,Female,"Madeline Eales",DARGAN,"New South Wales",2786,Australia,Australia,1983-01-09
42134,Male,"Benjamin Ethel","EAST YUNA","Western Australia",6532,Australia,Australia,1942-09-22
42177,Male,"Brock James",ELLEKER,"Western Australia",6330,Australia,Australia,1960-07-19
42364,Female,"Layla Silas","MARLO MERRICAN","New South Wales",2446,Australia,Australia,1952-09-27
